user_text,bot_response,source,clean_user_text,clean_bot_response
"Mini screen ke junior artist se le kar global icon banne tak unhon ne har shobe mein shuhrat aur kamyabi hasil ki, chahe wo koi stage show ho ya film, press conference ho ya kisi benul qawami university mein ki jane wali taqrir","wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,"mini screen ke junior artist se le kar global icon banne tak unhon ne har shobe main shuhrat aur kamyabi hasil ki, chahe wo koi stage show ho ya film, press conference ho ya kisi benul qawami university main ki jane wali taqrir","wah, ye sun kar bohat acha laga! khush raho 😊"
Bola to ha bhai pro player ha🫣,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,bola to ha bhai pro player ha,"wah, ye sun kar bohat acha laga! khush raho 😊"
"mere dajjal series & aisey ehm mazameen & threads khud bhi parhen & aagey bhi phelaen , burai ko aam karyn","wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,"mere dajjal series aisey ehm mazameen threads khud bhi parhen aagey bhi phelaen , burai ko aam karyn","wah, ye sun kar bohat acha laga! khush raho 😊"
Last time,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,last time,"samajh gaya, aur batao? main sun raha hun 🙂"
Mjhy to acha ni lgta,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,mjhy to achha ni lgta,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Is dr ko phanse Dene chaye,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,is dr ko phanse dene chaye,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Ducky bhai is the best I love ducky bhai,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,ducky bhai is the best i love ducky bhai,"wah, ye sun kar bohat acha laga! khush raho 😊"
"yaar,kya tumne kabhi vr mein koi adventure experience kiya hai? mujhe suna hai ki log skydiving ya bungee jumping karte hain bina risk ke!","haan, suna hai ki kitna thrilling hota hai, par mujhe asli experience chahiye, par vr mein try karna bhi ek alag hi maza hai!",Hinglish Everyday Conversations,"yaar,kya tumne kabhi vr main koi adventure experience kiya hai? mujhe suna hai ki log skydiving ya bungee jumping karte hain bina risk ke!","haan, suna hai ki kitna thrilling hota hai, par mujhe asli experience chahiye, par vr mein try karna bhi ek alag hi maza hai!"
"humari neighbour ki cat ko doctor ke paas le jaane ke baad,toh doctor ne kaha ki cat ne apna weight control karne ki jarurat hai, kya bolti ho tum? mujhe toh yeh sunke thoda ajeeb laga, kya aise bhi cats hote hai?","haan, jaise jaise pets bade hote jaate hai, unke eating habits bhi change hote hai! agar aap dono din acchi tarah se usse walk pe le jaate hai, toh aap weight control ki tension bhool jao! waise bhi aap dono kaafi busy rehte ho, shayad pet ko bhi time nahi mil pata. aisa hi hota hai!",Hinglish Everyday Conversations,"humari neighbour ki cat ko doctor ke paas le jaane ke baad,toh doctor ne kaha ki cat ne apna weight control karne ki jarurat hai, kya bolti ho tum? mujhe toh yeh sunke thoda ajeeb laga, kya aise bhi cats hote hai?","haan, jaise jaise pets bade hote jaate hai, unke eating habits bhi change hote hai! agar aap dono din acchi tarah se usse walk pe le jaate hai, toh aap weight control ki tension bhool jao! waise bhi aap dono kaafi busy rehte ho, shayad pet ko bhi time nahi mil pata. aisa hi hota hai!"
But wo excitement day hoga,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,but wo excitement day hoga,"wah, ye sun kar bohat acha laga! khush raho 😊"
"yaar,aaj kal zindagi kaise chali ja rahi hai, kabhi socha hai ki hum kitna busy ho gaye hain apne kaam mein, khud ko hi bhool gaye hain?","haan, bilkul, kabhi kabhi sochti hoon ki kya humne apne sapne poore kiye ya sirf routine mein ghus gaye, khud se waqt nikaalna zaroori hai!",Hinglish Everyday Conversations,"yaar,aaj kal zindagi kaise chali ja rahi hai, kabhi socha hai ki hum kitna busy ho gaye hain apne kaam mein, khud ko hi bhool gaye hain?","haan, bilkul, kabhi kabhi sochti hoon ki kya humne apne sapne poore kiye ya sirf routine mein ghus gaye, khud se waqt nikaalna zaroori hai!"
"yaar,kya tumhe pata hai, local hospitals ne bhi health fairs shuru kiye hain, jahan log free check-ups aur consultations le sakte hain?","haan, ye toh badiya hai, logon ko health issues se aware karne ka ye ek effective tareeka hai, aur logon ko apni health ka khayal rakhna chahiye!",Hinglish Everyday Conversations,"yaar,kya tumhe pata hai, local hospitals ne bhi health fairs shuru kiye hain, jahan log free check ups aur consultations le sakte hain?","haan, ye toh badiya hai, logon ko health issues se aware karne ka ye ek effective tareeka hai, aur logon ko apni health ka khayal rakhna chahiye!"
"yaar,mehndi night par kya games rakhne chahiye? mujhe toh lagta hai thoda fun aur interactive hona chahiye, guests ko maza aana chahiye!","haan, thoda interesting games rakhna chahiye, jaise 'who knows the bride best' ya 'musical chairs', ye sab toh sabko engage karega!",Hinglish Everyday Conversations,"yaar,mehndi night par kya games rakhne chahiye? mujhe toh lagta hai thoda fun aur interactive hona chahiye, guests ko maza aana chahiye!","haan, thoda interesting games rakhna chahiye, jaise 'who knows the bride best' ya 'musical chairs', ye sab toh sabko engage karega!"
"are yaar,suno, kya tum log kal subah ka college event mein aa rahe ho?","haan, yaar, main toh jarur aaunga, woh motivational speaker ke baare mein suna hai, alag baat karega bolte hain, aur tum? tumhara kya plan hai?",Hinglish Everyday Conversations,"are yaar,suno, kya tum log kal subah ka college event main aa rahe ho?","haan, yaar, main toh jarur aaunga, woh motivational speaker ke baare mein suna hai, alag baat karega bolte hain, aur tum? tumhara kya plan hai?"
"arre,aaj toh koi jugaad hai, aise hi mere plant ke paas kuchh insects aa gaye, bahut pareshan hoon, kya karein?","tension mat le, yeh toh normal baat hai, try karke dekh na, neem ka decoction spray karne se aise insects bhaag jaate hai.",Hinglish Everyday Conversations,"arre,aaj toh koi jugaad hai, aise hi mere plant ke paas kuchh insects aa gaye, bahut pareshan hoon, kya karein?","tension mat le, yeh toh normal baat hai, try karke dekh na, neem ka decoction spray karne se aise insects bhaag jaate hai."
Iam Pathan Love you Ducky Bhai my frovt YouTuber ️,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,iam pathan love you ducky bhai my frovt youtuber,"wah, ye sun kar bohat acha laga! khush raho 😊"
bilkul jee baja farmaaya ap ne ... ,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,bilkul jee baja farmaaya ap ne ...,"wah, ye sun kar bohat acha laga! khush raho 😊"
"q league ki history achi ha , un ka faisaly bhee acha hain , aur umeed ha ka ye faisala bhee acha ho ga","wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,"kyun league ki history achi ha , un ka faisaly bhee achha hain , aur umeed ha ka ye faisala bhee achha ho ga","wah, ye sun kar bohat acha laga! khush raho 😊"
aapke bhai ka kya naam hai?,aapke sath toh kya karne laga hoon?,Hinglish Everyday Conversations,aapke bhai ka kya naam hai?,aapke sath toh kya karne laga hoon?
dhandli aj b hoi voting jha pmln favt wha br br band turnover kam rhe administration pti candidate kp protocol deti rhi,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,dhandli aj b hoi voting jha pmln favt wha br br band turnover kam rhe administration pti candidate kp protocol deti rhi,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"sun,mujhe apne ghar ke liye kuch handmade decor chahiye, kya tumhe koi local artisans ke baare mein pata hai?","bilkul! tumhare area mein kuch local craft fairs hote hain, wahan se tum unique pieces le sakti ho, handmade items ka charm alag hi hota hai!",Hinglish Everyday Conversations,"sun,mujhe apne ghar ke liye kuch handmade decor chahiye, kya tumhe koi local artisans ke baare main pata hai?","bilkul! tumhare area mein kuch local craft fairs hote hain, wahan se tum unique pieces le sakti ho, handmade items ka charm alag hi hota hai!"
"main soch rahi thi ki balcony mein ek mini garden bana loon,kya tumhare paas koi aise ideas hain jo mujhe help kar sake?","haan, tum pots ko arrange karke ek chhota sa layout bana sakti ho, aur kuch flowers bhi add kar lo, bahut sundar lagega!",Hinglish Everyday Conversations,"main soch rahi thi ki balcony main ek mini garden bana loon,kya tumhare paas koi aise ideas hain jo mujhe help kar sake?","haan, tum pots ko arrange karke ek chhota sa layout bana sakti ho, aur kuch flowers bhi add kar lo, bahut sundar lagega!"
Tm mangwao phly ,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,tm mangwao phly,"samajh gaya, aur batao? main sun raha hun 🙂"
"yaar,mujhe lagta hai ki politics mein ab sab kuch bas numbers ka game ban gaya hai, votes kaise milenge, bas wahi sabse zyada important hai!","sahi kaha, ab toh logon ki feelings aur asli issues ka koi matlab nahi hai, bas unke votes chahiye, phir chahe kuch bhi ho, sab kuch badal jata hai!",Hinglish Everyday Conversations,"yaar,mujhe lagta hai ki politics main ab sab kuch bas numbers ka game ban gaya hai, votes kaise milenge, bas wahi sabse zyada important hai!","sahi kaha, ab toh logon ki feelings aur asli issues ka koi matlab nahi hai, bas unke votes chahiye, phir chahe kuch bhi ho, sab kuch badal jata hai!"
aaj community hall ka music concert kaisa raha?,"bhai, amazing! kya performance tha yaar!",Hinglish Everyday Conversations,aaj community hall ka music concert kaisa raha?,"bhai, amazing! kya performance tha yaar!"
"wah! that's awesome! you know,i've always wanted to upgrade our kitchen backsplash, but i'm scared to even think about it. how was your experience, maybe i can try it too?","it wasn't as difficult as i thought. we watched some videos, bought proper tools, and took it slow. and honestly, if we can do it, you can too! if you want help, i can share some resources. i'm sure your kitchen will look amazing with a new backsplash!",Hinglish Everyday Conversations,"wah! that's awesome! you know,i've always wanted to upgrade our kitchen backsplash, but i'm scared to even think about it. how was your experience, maybe i can try it too?","it wasn't as difficult as i thought. we watched some videos, bought proper tools, and took it slow. and honestly, if we can do it, you can too! if you want help, i can share some resources. i'm sure your kitchen will look amazing with a new backsplash!"
isi abduct pakistanio yahi layk,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,isi abduct pakistanio yahi layk,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
jis mulk ke log corupt wahan per her jaga her adare mein ie hei log honge jinki vidio pmln walon ke pas hein khuch logon ku paisie lete howie khuch logon kanjruon hambistre karte howie or hamam mein sab nange hei beurocrate siasatdan adaron ke chief judj,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,jis mulk ke log corupt wahan per her jaga her adare main ie hei log honge jinki vidio pmln walon ke pas hein khuch logon ku paisie lete howie khuch logon kanjruon hambistre karte howie or hamam main sab nange hei beurocrate siasatdan adaron ke chief judj,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"ab toh aise exercise karni chahiye ki body fit ho jaye,nahi toh yeh unhealthy lifestyle bohot bura hai, i tell you!","haan, sahi kaha! mujhe bhi exercise start karni chahiye, but i'm so lazy! aise toh kuchh bhi nahi hoga.",Hinglish Everyday Conversations,"ab toh aise exercise karni chahiye ki body fit ho jaye,nahi toh yeh unhealthy lifestyle bohot bura hai, i tell you!","haan, sahi kaha! mujhe bhi exercise start karni chahiye, but i'm so lazy! aise toh kuchh bhi nahi hoga."
"akhirkar mera yeh project complete ho gaya! itne din se isme laga hua tha,ab thoda rest toh banta hai, na?,","bilkul, rest toh karna hi zaroori hai, aur khud ko reward bhi dena! ab tujhe kya reward dena chahiye, koi plan hai?",Hinglish Everyday Conversations,"akhirkar mera yeh project complete ho gaya! itne din se isme laga hua tha,ab thoda rest toh banta hai, na?,","bilkul, rest toh karna hi zaroori hai, aur khud ko reward bhi dena! ab tujhe kya reward dena chahiye, koi plan hai?"
"arre,mujhe laga tha ki aaj toh koi movie dekhne jaaungi, lekin abhi tak koi acchi movie nahi mili, kya tumne koi dekhi hai?","haan, main ne ek acchi movie dekhi thi, lekin tumhe woh thriller genre ki hai, agar tumhe pasand ho toh main tumhe recommend kar sakti hoon!",Hinglish Everyday Conversations,"arre,mujhe laga tha ki aaj toh koi movie dekhne jaaungi, lekin abhi tak koi acchi movie nahi mili, kya tumne koi dekhi hai?","haan, main ne ek acchi movie dekhi thi, lekin tumhe woh thriller genre ki hai, agar tumhe pasand ho toh main tumhe recommend kar sakti hoon!"
"woh bollywood star,her name is...i forgot! she's been doing all these inspirational talks now, everyone is like 'oh, she's found her true calling', i feel like it's just a trend, you know?","honestly, i feel a little skeptical about it. it's great that she's inspiring others, but i think there's more to it than meets the eye. we shouldn't just blindly follow these trends without thinking about the true motives.",Hinglish Everyday Conversations,"woh bollywood star,her name is...i forgot! she's been doing all these inspirational talks now, everyone is like 'oh, she's found her true calling', i feel like it's just a trend, you know?","honestly, i feel a little skeptical about it. it's great that she's inspiring others, but i think there's more to it than meets the eye. we shouldn't just blindly follow these trends without thinking about the true motives."
ap b sir kpk me kuch kar len nawaz sharif bura but ap b just baton k e sher hen sadly,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,ap b sir kpk me kuch kar len nawaz sharif bura but ap b just baton k e sher hen sadly,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
kya aaj christmas party hai?,"haa, bahut maza aayega",Hinglish Everyday Conversations,kya aaj christmas party hai?,"haa, bahut maza aayega"
"arre,kal toh bus mein itni bheed thi, jaise sab log ek hi jagah ja rahe ho, koi aur option nahi mila kya tumhe?","haan, mujhe bhi samajh nahi aaya, kyun sab itne busy hain, shayad sabko office jaana tha, ya phir koi event ho raha tha, pata nahi!",Hinglish Everyday Conversations,"arre,kal toh bus main itni bheed thi, jaise sab log ek hi jagah ja rahe ho, koi aur option nahi mila kya tumhe?","haan, mujhe bhi samajh nahi aaya, kyun sab itne busy hain, shayad sabko office jaana tha, ya phir koi event ho raha tha, pata nahi!"
"ab hum ekdum minimalist lifestyle pe ja rahe hain,too much stuff was overwhelming!","awesome! minimalism is the key to happiness, less is definitely more!",Hinglish Everyday Conversations,"ab hum ekdum minimalist lifestyle pe ja rahe hain,too much stuff was overwhelming!","awesome! minimalism is the key to happiness, less is definitely more!"
"mujhe samajh nahi aaya yeh property dispute kya hai,kya yeh property mujhe milegi ki nahi?","tu chill mar, lawyer saale se baat kar, wo sab explain karega, kuchh tension mat le.",Hinglish Everyday Conversations,"mujhe samajh nahi aaya yeh property dispute kya hai,kya yeh property mujhe milegi ki nahi?","tu chill mar, lawyer saale se baat kar, wo sab explain karega, kuchh tension mat le."
fashion karna kitna zarori hai,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,fashion karna kitna zarori hai,"samajh gaya, aur batao? main sun raha hun 🙂"
